area,bedrooms,bathrooms,floors,age,location_score,distance_to_city,price
3316,1,2,2,23,2,9,9662091.200750625
1515,1,1,1,2,4,14,4549885.209456334
1848,3,1,1,4,5,25,5461016.228646948
1015,4,3,1,11,9,8,3657441.3769175764
3587,5,3,2,19,9,2,11352362.197742585
3339,2,1,1,13,8,11,10141826.53216072
835,1,1,2,29,4,2,2316870.6426772983
2282,4,1,2,4,6,27,6754081.384416342
2805,5,2,2,23,7,15,8550868.850371705
996,4,2,2,3,1,18,2946303.15651424
1395,3,3,1,20,1,5,4080450.806910619
2707,5,2,1,15,4,28,7664505.418239326
1351,4,3,1,6,3,26,3804824.4236283214
2187,3,1,2,2,4,25,6438664.7167983195
2431,4,1,2,28,9,7,7518087.349085807
3237,4,3,1,21,2,23,9167949.237067234
2927,5,1,2,24,4,19,8336150.866221934
2068,3,3,1,26,7,19,6002121.125915734
1456,1,3,1,3,2,26,4066344.1128757233
3238,2,3,1,19,8,16,9824498.068082573
3998,5,2,2,21,4,19,11755718.97590909
2136,3,3,1,5,9,17,6796926.59886751
1791,4,3,2,2,1,13,5397692.669083243
1940,3,3,1,29,7,28,5313973.550900657
1691,2,2,2,0,1,8,5161557.239861135
1566,2,1,2,2,9,28,4772084.371008338
784,1,2,1,23,1,11,1762175.4741668412
2944,1,3,2,7,3,18,8749047.739347568
511,2,2,2,15,7,11,1675829.3978290297
2130,5,1,2,21,1,23,5801080.519383654
3873,5,1,1,6,5,9,11955218.864256838
3824,4,3,2,17,6,14,11543060.13023794
3046,1,1,1,8,3,2,9153139.535108484
1253,4,2,1,2,6,29,3779275.491586524
2582,1,2,2,17,4,17,7452723.669477116
3274,2,1,1,15,6,21,9626368.220778076
3396,5,3,1,20,6,16,10197680.582100786
589,5,3,1,0,4,26,1824437.1575549007
1275,2,2,1,20,1,5,3605100.3421711014
3152,4,1,1,25,3,1,9300103.637663795
3517,4,2,2,19,7,9,10798415.29198965
2125,3,2,2,15,2,3,6385345.047915549
3569,1,2,1,11,4,14,10522121.473622706
917,4,3,1,5,6,18,2866506.805433607
614,2,1,2,27,5,12,1652420.4722307902
1116,4,1,2,20,6,23,3096183.517502163
3767,5,3,2,8,5,14,11540189.4011084
1325,1,2,1,20,9,28,3616722.8827835424
2149,3,2,1,12,2,16,6314361.252219054
2016,1,3,2,23,4,5,6013664.773283656
3646,5,1,1,11,1,20,10487881.266406026
912,5,3,2,12,7,20,2974204.9367411584
3947,5,1,2,17,1,15,11510060.4148513
3991,5,1,1,18,6,9,12160873.927091418
1228,2,1,2,18,9,25,3516832.006211462
3848,3,2,2,18,2,17,11102242.185659273
3568,5,2,2,5,1,12,10738239.47895857
3308,5,3,2,15,3,13,9941058.585576164
1175,4,3,2,6,6,10,3957869.4185586274
3965,3,2,1,6,7,7,12322486.03080851
2392,1,3,2,27,8,27,6743665.618954427
3004,3,2,1,22,4,24,8508614.481743127
3467,3,2,1,27,8,21,10191628.503246406
2739,3,1,2,18,7,7,8497533.680378318
3286,5,1,2,15,8,8,10278093.455316147
1622,5,2,2,16,5,24,4619820.017907925
2071,2,1,1,21,7,15,6110010.80134377
1477,1,2,1,18,4,25,3910147.912090273
1508,4,1,1,15,1,21,4083582.965273311
2643,3,3,2,28,3,18,7401040.131836886
2187,1,3,2,15,9,22,6601327.88691391
3210,1,2,2,18,4,1,9730818.409989605
3761,2,2,2,14,5,10,11371986.353490671
536,4,1,2,2,3,22,1499738.0852101063
3940,3,1,1,14,6,19,11611220.097605495
2048,4,2,1,24,4,29,5450858.5752803525
2826,2,3,1,27,5,3,8487161.402473645
2764,5,3,2,15,7,7,8812578.711981451
3414,1,2,2,19,7,4,10481014.97189158
1372,3,3,1,4,9,5,4759728.051832716
2321,5,2,2,18,2,6,6980810.120918398
1796,2,1,1,9,4,28,4972599.321307747
2609,4,3,2,12,8,10,8269222.663799878
1095,1,3,2,14,4,12,3212940.2550698426
2403,3,1,2,11,3,14,7055788.791221716
1228,5,1,2,16,6,22,3519455.6654619966
1865,5,3,1,14,3,2,5805910.17309861
896,1,3,2,27,2,3,2370771.19504716
1198,4,2,1,3,9,1,4444707.6184711605
3590,2,2,1,14,3,3,10836570.641648406
2724,4,3,1,16,1,24,7583187.007321802
2135,4,2,1,26,9,15,6435793.599076268
895,4,1,1,10,5,16,2797273.205042842
2992,1,2,2,22,7,20,8723114.18593653
3804,1,2,1,22,2,2,11190458.788474925
575,2,3,1,14,1,20,1288381.8828613297
764,4,2,1,19,6,16,2350856.851554182
3002,1,3,1,20,5,15,8771382.609963236
2319,2,3,1,25,6,7,6902337.047339602
1217,2,3,2,6,2,25,3321870.7878887425
3282,4,1,1,12,7,5,10310162.31256257
3955,3,2,2,21,1,29,11076283.480290692
1350,4,2,1,12,8,5,4546674.966713604
1890,3,2,2,19,7,28,5440895.411177771
643,2,3,2,19,7,21,1789654.0728452103
1384,1,1,2,1,6,26,4148012.6031586886
3640,5,3,2,9,5,9,11215138.051248867
3670,2,2,2,17,9,23,10987888.841929682
895,1,3,2,27,3,14,2323747.0712753916
3596,2,3,2,19,9,19,10955977.213591268
3495,4,2,1,4,5,18,10584438.516264185
3438,3,3,2,19,8,9,10575739.331684396
1992,2,3,1,29,3,3,5858125.51394442
3722,1,1,1,18,7,29,10673779.670338435
1667,4,3,1,26,4,11,4790196.294577356
3116,5,1,2,1,5,24,9413193.937128566
1562,4,2,1,3,4,15,4786866.6082712775
2656,3,1,2,29,9,28,7524639.374573455
1565,4,3,2,15,7,4,5145602.228820928
1709,5,2,2,26,6,21,4810599.167740073
3482,1,3,1,20,6,24,10015894.59095573
2945,2,3,1,15,7,5,9208771.460231503
3794,3,1,2,16,5,26,11066505.597216217
1133,5,3,2,14,3,18,3271039.8043447384
1656,3,1,2,12,3,22,4661163.838558566
3734,4,2,2,0,7,23,11452468.17074867
1738,3,2,1,21,1,12,4776509.456582112
1232,5,3,1,4,4,1,4135991.0052218004
734,2,1,1,26,8,26,1717540.3931099176
3205,2,3,1,19,4,25,9104979.483859017
1250,3,3,1,0,1,22,3675137.3813328925
3135,1,3,2,11,5,20,9286444.014575344
3580,3,3,2,29,1,2,10495222.376165997
3645,4,1,1,22,9,9,11195501.56052488
1453,2,3,2,14,8,22,4371792.735699786
3039,2,2,1,3,7,25,9087318.423646562
3460,2,1,2,18,5,18,10127283.64780529
3824,1,3,2,29,4,5,11249558.352328768
3801,1,1,2,15,7,22,11127412.369658628
2042,5,3,1,22,3,14,5898144.663097036
1697,3,2,1,17,8,11,5281316.686312772
2176,3,2,1,25,5,21,6125512.364293106
1691,4,2,2,16,5,22,4894857.361142493
2717,2,1,2,10,1,3,8204516.683327819
1916,1,2,2,19,8,9,5883131.91230139
3493,4,3,2,12,7,2,11114077.533163227
3342,4,3,2,23,1,14,9666299.996607715
3181,1,3,1,28,4,28,8766649.104322828
1717,3,1,1,21,4,2,5195600.98127392
2040,2,1,2,8,9,21,6251390.757393029
2576,3,2,1,16,2,27,7155909.329569602
3736,4,1,2,16,4,10,11198962.244508978
1945,2,3,2,26,3,19,5272664.458401248
2886,5,3,1,4,5,29,8596825.925719783
2019,4,3,2,21,7,29,5768951.781275862
1888,3,1,1,7,5,2,6005400.126685985
2356,3,3,1,2,5,16,7263155.267281375
1865,3,2,1,5,4,6,5909847.726930451
999,1,1,2,2,9,12,3437563.3712167074
2180,4,3,1,7,6,22,6680097.592760204
1010,2,3,2,11,6,7,3382894.1251092176
3898,3,1,2,26,6,4,11733171.643843478
716,3,1,2,26,6,8,2051059.1098809238
1824,1,2,2,3,1,19,5191183.958562827
1655,2,1,2,1,6,10,5347909.014060198
2327,4,3,2,27,4,1,6981848.384670662
3641,5,2,2,24,2,5,10763005.092090089
3823,1,3,2,9,6,6,11717023.893492937
3986,4,3,1,14,1,27,11460418.118670085
2310,5,3,1,12,1,29,6486083.448606206
2992,3,1,2,23,5,19,8598327.166283028
3423,3,1,2,14,6,18,10149315.60636946
1705,2,3,1,21,2,19,4601605.037686779
2714,5,1,1,18,8,19,8193943.571818968
590,3,3,1,17,4,23,1355467.5563271004
1213,3,1,1,12,4,1,3823717.4549078923
2381,2,1,1,19,5,27,6575134.156787459
538,4,1,1,19,4,20,1262481.3987848083
3697,3,2,2,0,5,11,11471264.848111013
672,1,1,1,24,3,3,1673862.4796054652
1152,1,2,1,15,8,10,3711312.8143417654
1253,4,2,1,25,6,27,3322676.975511585
1743,5,2,1,7,8,7,5828336.434858918
1581,2,3,2,22,5,17,4466403.033707104
2183,1,1,2,5,7,24,6456849.774677376
3023,1,3,2,2,7,26,9049413.182758117
955,4,2,2,19,6,16,2820543.5441742404
1328,5,1,2,15,4,7,4169447.919400183
1394,5,3,2,1,6,13,4733922.473273864
1884,4,2,2,22,9,12,5811321.720788127
2458,1,3,2,1,4,12,7531948.57727437
3572,2,3,1,29,6,8,10592971.624197368
2934,1,1,1,14,6,8,8872515.115169693
2496,5,1,2,9,3,13,7524070.4246735135
2895,1,3,2,0,4,11,8891841.479699163
689,2,1,2,21,3,25,1430318.5841832298
1004,3,1,1,19,3,1,2977542.1478049294
1714,1,3,2,14,4,25,4690591.1639305735
2031,4,1,2,23,4,17,5703832.948451355
3940,3,1,2,0,6,19,12080113.364955405
3980,4,2,2,24,4,13,11783434.282704772
1323,4,1,1,21,6,23,3596171.4885504814
1428,4,2,2,15,2,15,4032772.7625364154
1433,1,3,1,29,4,29,3386027.6904809475
1640,5,2,1,17,2,24,4422801.9388378
633,3,3,2,23,8,12,2031169.7959598426
2605,2,1,1,4,9,21,8153616.4863118855
1184,5,1,2,20,7,17,3554990.680276169
3219,1,2,1,4,6,3,10095673.687611897
2720,4,3,2,22,8,7,8469020.542731686
2352,2,1,1,22,4,2,7028177.7296009315
1314,3,2,1,9,2,2,4087742.9319755384
1672,5,2,2,26,4,25,4598695.883241822
579,5,2,1,22,5,6,1876773.797661371
3433,2,1,2,11,9,4,10818724.14725756
3784,1,3,2,9,5,16,11374294.83971115
702,3,1,1,1,9,15,2608493.5471309912
3311,2,1,2,23,9,10,10027033.905952748
1752,4,3,2,0,8,14,5859495.699025145
2199,3,2,2,15,5,9,6755466.831353035
1750,5,1,2,28,2,15,4838288.53672583
2182,2,2,1,29,5,7,6376287.767878493
2055,5,2,1,17,1,7,6074239.623449176
3973,5,3,1,26,8,8,12166440.36493071
2594,5,3,2,6,2,19,7823281.82435615
1756,1,3,1,3,7,18,5377492.123610281
3876,5,2,1,26,2,17,11172855.951098496
2049,4,2,1,9,5,18,6128431.061009942
1666,4,1,2,9,7,19,5112904.027215823
3986,3,2,1,24,6,21,11647856.05965335
1896,5,3,2,10,5,8,5973800.327160816
3830,5,3,1,24,6,13,11428988.342799878
3203,2,3,1,29,2,27,8784503.027750788
970,1,3,2,2,1,11,2818711.0856711217
3518,3,2,1,28,1,29,9661093.17339411
1535,5,3,2,13,8,19,4849392.847416394
1853,2,1,2,12,3,7,5560445.202283356
3283,1,2,1,18,3,27,9139898.681759555
3331,3,3,2,24,9,27,9771718.471568014
1467,3,1,2,28,6,5,4407381.014461408
857,5,3,2,9,4,5,2954972.4554934497
3519,3,2,2,14,4,8,10602870.307734648
3979,2,2,1,27,7,10,11867899.611452965
1167,3,1,2,7,6,5,3977999.78451606
872,4,2,2,16,2,26,2045701.598130076
1531,2,1,1,5,9,15,5027556.080258856
1645,1,3,1,6,2,23,4574512.734444817
1871,1,2,1,13,8,16,5687215.762012464
3223,5,3,2,26,4,29,9199235.880776983
589,5,3,2,29,1,28,871292.2973823762
3245,4,2,2,7,1,10,9675671.261619216
3887,1,3,2,11,9,24,11589681.91072082
3749,1,1,1,27,4,8,10845253.767926224
1039,1,1,1,17,1,19,2521206.6902276967
3279,1,1,2,13,3,4,9785634.231120663
1368,3,2,2,0,3,14,4207646.298373278
540,2,3,2,3,7,29,1557378.1944377145
1239,2,3,2,16,6,8,3879376.0341400257
2446,4,3,1,17,8,21,7352894.773198964
3049,3,3,1,18,7,14,9166095.541374916
3506,1,1,1,3,1,12,10295182.127318121
3716,1,2,1,27,3,1,10927324.440153308
1724,5,1,2,27,9,23,5047030.632802842
1428,5,1,1,5,4,19,4378811.047158588
2536,4,2,2,7,3,18,7517869.975190328
3008,1,2,1,24,5,12,8736930.429175416
3279,4,1,1,14,8,10,10034617.93999464
3299,3,3,2,19,1,21,9436489.015567342
1424,2,2,1,0,2,1,4579487.739660898
3456,1,2,1,29,7,14,10116879.10824226
2081,3,1,1,4,1,9,6288124.791093191
3824,1,3,1,15,5,26,11074097.311457464
889,5,2,2,20,8,15,2847802.2718393775
2117,4,1,1,24,6,21,5939792.213441859
3430,5,2,1,5,3,22,10191070.873808362
755,2,3,1,20,7,23,1959655.743293896
1208,5,1,2,9,3,14,3608060.7713060565
2338,1,1,2,9,5,9,7022267.376765346
2444,5,3,1,4,7,11,7835534.467486957
2997,1,1,1,7,2,5,8941696.055006541
509,2,3,1,26,4,12,1177071.2893295018
3371,5,1,2,0,2,16,10161307.966012003
1297,4,3,1,4,7,20,4196453.308042388
3813,4,2,1,0,3,28,11194235.264392277
3822,4,2,2,6,9,3,12219725.65739729
1376,5,2,2,29,6,5,4222588.578074307
1528,5,1,2,14,1,26,4071557.844267493
3690,5,3,1,22,8,26,11006430.706820868
1515,1,3,1,28,7,29,3828165.8670187136
2324,2,2,1,25,1,19,6278236.855079221
873,4,2,2,23,3,5,2627629.5183992162
3636,1,2,1,13,3,24,10420621.096191272
2693,4,3,1,22,3,18,7836196.98867253
723,1,2,2,26,7,29,1669847.7223715775
1762,5,1,2,8,6,4,5770610.446751102
2724,4,2,1,7,2,24,7861279.117818536
2302,5,2,2,7,5,15,7169117.078221126
1352,4,3,1,2,6,5,4634585.634780297
3853,3,1,1,25,2,8,11213529.802448217
562,1,3,1,19,1,16,1256796.5522483927
1740,3,1,2,3,4,22,5199967.942760029
3374,1,1,1,16,4,1,10280187.878781494
3342,2,2,2,5,4,5,10316219.699973265
1188,4,2,2,1,1,26,3311138.8551037987
1984,2,3,2,8,3,18,5838685.537969439
2133,2,3,2,13,7,16,6533410.8352558315
2652,1,3,1,0,4,23,7825090.214939687
3670,3,1,2,16,2,10,10793765.097011358
1010,5,3,1,10,8,4,3629261.696097519
884,1,1,1,28,1,18,1825777.788819896
904,5,1,1,25,9,17,2654995.993426937
3370,2,1,1,26,5,21,9603470.017874638
1017,5,1,2,5,2,27,2661976.307183183
975,3,1,2,28,4,26,2177027.22469496
2500,1,2,1,0,3,13,7595347.930775986
3256,3,1,1,27,7,8,9741778.058472713
2168,3,1,1,18,6,8,6604923.270830862
2393,1,2,2,15,9,12,7414749.116610048
3318,3,2,2,25,4,29,9395621.669156754
1960,4,2,1,17,3,26,5460362.873335498
3594,4,3,1,28,7,18,10676382.038260948
3544,4,3,1,10,6,6,11004996.414364306
3224,5,1,2,8,5,7,10040935.49539747
1213,3,1,1,20,7,26,3226883.6577668334
582,1,1,2,5,5,17,1778144.005631641
1668,1,1,2,1,9,5,5685335.897342752
3656,5,2,2,7,4,22,10912244.228934554
3649,1,3,1,21,1,23,10173699.753174096
3004,4,2,2,15,5,27,8749077.227224022
2401,3,3,2,26,1,25,6436888.444990849
2548,1,2,1,27,1,19,6814165.516276301
550,1,1,1,7,1,8,1480333.574923841
1184,2,3,1,7,1,26,3041712.8460032316
1216,2,1,2,13,8,19,3702919.1298222276
1969,2,3,2,0,2,27,5630651.6204054635
948,3,3,1,6,9,25,2865125.4557035584
1380,4,1,2,1,7,8,4715459.120092278
987,4,1,1,14,3,25,2500904.0760631436
2323,4,1,1,26,9,21,6857429.513188317
2581,3,2,2,23,4,27,7186075.265913427
3919,3,3,2,27,7,25,11367133.34191635
2642,2,3,2,17,3,29,7308105.601799582
3643,1,3,2,3,5,19,10972589.138549635
2074,5,1,1,17,4,7,6305036.318717953
2701,5,3,1,28,6,3,8251376.796073523
749,1,3,2,22,9,6,2501031.403292871
1173,2,1,2,4,5,8,3819590.54763184
937,1,1,2,28,1,18,1948221.4866480802
2665,1,3,1,26,5,15,7700799.013338537
1270,5,2,1,15,5,24,3587420.5058221593
3877,2,1,2,12,9,17,11863468.578961331
767,3,2,1,26,8,4,2594683.7416117364
2484,5,2,1,8,5,7,7845071.132035359
1577,3,2,1,4,5,17,4730163.171698715
735,2,2,1,26,2,22,1416794.873734056
888,1,1,2,7,9,26,2684972.7937643225
3537,4,3,2,17,4,6,10737479.925804347
1262,4,3,2,2,7,13,4354844.506383298
2348,2,1,2,5,6,7,7361920.676093215
2948,4,1,1,10,5,9,9066873.76499245
1123,3,2,2,22,5,23,2988517.5796130635
3314,4,2,2,13,7,19,10038813.744068941
3874,2,1,2,25,2,20,11003885.937799107
3466,2,3,2,23,9,13,10356758.267521136
3778,3,2,2,18,2,15,11027332.766193593
1752,4,1,1,6,9,17,5656101.603690008
3400,4,1,2,23,4,5,10146230.623592153
1077,1,1,1,9,6,23,3048674.8374592965
2622,5,2,1,14,1,19,7519533.964695161
934,2,1,1,5,5,6,3039284.317457849
2650,1,3,1,19,6,12,7857613.221940163
3993,2,1,1,28,9,15,11913591.593131874
1263,1,2,1,5,9,15,4102524.9790118495
3285,5,3,2,15,9,3,10467269.737928646
3353,1,3,1,8,3,4,10203640.631589068
1829,2,1,2,18,4,5,5494346.7041969765
2645,4,1,1,17,8,6,8331540.941714076
3345,2,3,1,4,8,6,10591422.543240333
1858,3,1,1,15,2,17,5262031.927449907
3406,3,2,2,6,8,28,10251440.705424782
2982,3,3,1,18,7,8,9175857.447535627
946,3,1,1,4,9,19,3096196.1326350467
2517,5,3,2,19,5,20,7469422.647995557
1831,4,1,1,10,2,24,5204062.100467427
748,4,1,1,22,5,21,1985088.0254938626
665,2,2,1,17,2,22,1389452.0769983204
3531,1,1,2,27,5,13,10152622.368245756
1858,2,1,1,26,9,29,5147809.334246754
1519,2,1,1,28,7,15,4269822.508084443
1041,2,2,2,6,7,17,3265523.2841476607
1258,2,1,2,27,1,24,3019723.83795891
3677,4,1,1,17,9,21,11220402.358014368
2628,1,1,1,2,6,17,7868176.1239743475
2680,2,3,1,4,7,23,8065850.871453718
1296,4,2,1,22,2,2,3773388.2752673985
3447,2,3,2,12,1,28,9699745.927477315
637,3,2,2,15,4,22,1687137.1045371734
2731,2,2,2,21,9,3,8580820.747813156
3972,2,3,1,11,9,22,12047609.42191455
1853,5,2,2,6,3,9,5879951.146767158
3332,3,2,2,26,1,6,9702891.82704646
2375,1,3,1,21,2,1,6952795.222709374
3531,2,1,1,12,9,22,10628864.232255941
568,1,2,1,27,9,19,1463704.515772054
3093,3,3,1,0,1,4,9520625.877373936
2600,2,2,1,14,9,13,7983604.474851508
1973,5,3,1,20,1,20,5517040.053570418
704,4,1,2,11,4,25,1882124.2071424236
2673,5,2,1,16,5,8,8241132.719157073
542,5,1,1,22,8,23,1444313.7811470735
2406,4,1,2,19,5,5,7425715.3272793405
2658,4,3,2,4,5,10,8381473.700168179
1260,4,2,2,16,4,27,3452612.0825555245
3754,2,2,2,23,9,20,11132765.702786438
3395,1,2,2,14,8,29,9938020.820843222
2642,1,2,1,19,9,19,7908717.488617398
2494,4,2,1,18,7,12,7641498.364989579
3945,5,3,2,0,7,1,12714331.483599177
2435,3,2,2,3,5,9,7687284.984375767
1399,4,1,2,2,1,24,3889278.748338927
859,5,1,2,7,6,16,2851218.7021941226
3447,5,2,1,8,6,17,10571600.082344562
2219,2,3,2,11,4,18,6559600.214434739
780,2,3,2,4,2,14,2316126.7418041406
3766,1,2,1,8,1,17,10950618.146303998
2387,1,1,1,0,3,1,7463961.174243336
3766,3,2,1,22,9,25,11104470.768128352
1166,3,2,2,10,1,21,3171406.0221408056
592,3,2,2,29,5,15,1540096.023878093
1171,3,3,1,6,6,19,3627458.466098177
2469,5,3,2,21,9,2,7960324.385478233
560,5,1,2,19,1,28,982463.4390527507
3181,1,1,1,28,5,24,8820259.035640111
3622,2,2,1,26,1,24,10125213.83776302
3974,2,1,1,24,2,14,11483434.222362246
1528,4,2,2,13,2,22,4301958.879190348
1989,5,1,1,2,5,2,6610840.717054842
1103,3,2,2,26,4,27,2657365.70494702
1181,3,3,2,10,6,15,3760284.6436951025
3081,4,2,2,16,5,1,9644553.165178144
1928,2,3,1,17,2,22,5259647.638258425
3385,3,3,1,18,9,1,10620787.508000216
3192,2,1,1,17,8,12,9593680.53927175
2780,4,1,2,5,9,22,8650397.743590342
1023,2,3,1,28,6,15,2759757.1961226356
2893,2,2,1,14,5,26,8315542.813016867
3617,2,2,2,29,5,18,10397268.38898338
3093,3,1,2,6,2,15,9128531.822702626
2468,1,2,1,4,4,7,7667487.019576286
1601,5,2,1,4,2,12,4860225.403856656
2253,2,2,2,6,2,10,6735812.027988425
2336,2,3,2,21,8,2,7367639.699274531
3644,2,3,2,11,4,2,11219143.827630708
3341,1,2,1,7,4,6,10084505.982456602
2796,4,1,1,24,7,20,8209046.787480539
2594,3,2,2,17,4,6,7895250.6953664
1644,1,1,1,27,9,28,4551559.72587771
2761,2,3,1,17,9,24,8217521.604543202
2786,1,2,1,16,3,27,7718145.388014944
1579,1,2,2,22,6,10,4610823.787233818
2897,1,1,1,10,7,3,8962360.640042644
606,4,1,2,14,3,16,1648771.9042139852
3378,5,2,1,29,4,5,9993198.746964231
547,3,2,2,19,1,5,1537108.6077140325
836,4,1,2,24,9,10,2696602.3599276114
1549,4,3,1,5,7,25,4803448.215826161
3351,5,1,1,11,7,23,10082577.840383599
1780,4,2,2,22,9,13,5561522.553060522
2555,1,3,2,28,6,25,7071071.432587637
1124,1,3,1,6,8,24,3424362.6732658064
2390,2,3,2,7,5,3,7596779.660698542
1776,4,3,2,3,8,18,5651408.182996488
2215,2,2,1,2,1,19,6463952.211004551
3266,3,3,1,2,3,6,10141738.177791102
802,1,1,1,9,4,27,1911351.3888637195
1138,3,1,1,23,9,28,3150847.58000613
555,5,1,2,27,8,26,1374052.620148679
1225,1,2,1,14,8,20,3572663.9743727976
1025,3,3,1,12,2,27,2597564.304034586
973,5,1,1,18,7,1,3393358.7893310264
527,3,1,1,7,3,10,1697349.7587998286
2625,5,1,2,17,6,10,8152846.457724041
3787,5,3,2,4,4,29,11176477.6067955
3957,1,1,1,20,6,25,11298451.128263822
864,2,3,1,6,4,22,2410520.1412951024
3213,5,3,1,4,3,1,10078871.401344508
1025,5,3,1,24,2,19,2763489.30741035
3246,1,2,2,18,4,11,9587015.026390458
1835,2,2,2,24,2,27,4719483.631713074
1382,4,3,2,16,7,13,4333893.606664196
1530,4,3,2,18,1,17,4254938.949346352
1526,2,2,1,3,1,28,3982096.3720522537
2146,3,2,2,21,5,25,6078096.052070835
1418,1,3,2,25,7,20,4034040.2378055947
3297,2,2,1,23,1,18,9165281.349230858
2910,4,1,2,6,4,4,9129131.005728012
2274,5,3,2,23,5,15,6779375.256874212
2031,4,3,2,21,2,2,6159591.912368081
3845,5,2,1,5,7,6,12151042.3911874
3353,1,1,1,13,4,22,9595887.152117394
3286,5,2,1,21,8,27,9666106.117960952
2406,2,1,1,18,1,23,6566532.37505674
3586,5,1,2,29,1,9,10298550.845027989
1715,3,3,2,25,1,11,4765626.9410367785
2154,2,1,1,19,4,25,5935542.587484128
984,1,3,1,10,1,20,2484019.0870376066
2575,2,1,1,21,5,16,7448685.9574590465
1213,3,3,2,28,6,25,3195996.4713064814
1562,1,1,2,6,7,8,5005141.614791542
2476,4,2,1,2,8,28,7526613.284423224
1796,3,1,1,19,8,17,5426746.480595509
1754,1,2,1,21,2,23,4551117.451916506
2633,5,1,1,16,4,23,7561207.926539977
625,2,1,1,10,7,26,1621733.699596903
3359,1,3,1,14,9,4,10431405.425723098
1036,2,1,1,6,9,7,3540458.232711395
2692,5,1,1,28,3,11,7748183.280774183
3783,1,1,2,14,7,27,11037526.568949161
2572,4,2,1,26,4,11,7485523.290428692
2103,3,3,2,16,9,11,6622244.952750219
3965,1,3,1,10,7,26,11687757.125156617
566,5,1,2,28,6,26,1301535.8604239814
732,1,1,1,27,9,21,1932380.0856185756
2656,2,2,1,28,7,21,7657935.323410332
1669,1,1,2,11,8,15,5133989.942163607
2658,4,3,1,12,5,5,8354979.101934241
2775,1,3,2,25,4,6,8182371.171589511
610,3,2,2,10,1,23,1486894.506984852
1993,1,2,2,10,8,5,6433413.384483822
2581,2,3,1,24,6,9,7690200.064224711
1122,1,2,2,25,4,28,2536487.7112855245
3940,4,1,1,8,3,11,11857559.464615373
3295,5,1,2,10,5,25,9729463.122431967
3142,1,2,1,24,4,23,8782688.794612786
2972,1,3,2,3,7,26,8978713.793407327
3160,3,2,2,1,6,3,10116238.647427268
2041,4,3,1,22,3,20,5773214.663385444
3239,5,2,1,28,1,4,9505602.863455508
1805,2,2,1,3,7,23,5421824.050689279
3891,1,2,1,13,5,15,11634486.162362684
2261,5,1,1,4,1,18,6634388.837496975
2475,2,1,1,16,1,27,6721966.296592523
2862,4,3,1,26,6,5,8772512.18194139
1376,4,2,1,11,4,11,4144984.7826335
2489,5,1,1,25,8,11,7567394.2013343405
3948,2,2,2,28,2,4,11598898.353982808
1812,4,3,2,5,4,16,5571998.50968827
1960,5,1,2,11,8,26,6066859.286695705
3209,4,3,2,14,8,11,10015360.327559542
2824,4,1,1,22,5,25,8057972.1111790445
2233,4,2,2,18,3,1,6955764.287807498
2105,3,3,2,9,4,26,6015976.232309864
2026,2,1,2,1,3,13,6130970.164587136
3171,5,1,1,28,2,19,8890061.586701049
3063,5,2,1,11,4,6,9470616.710497797
3921,2,3,2,11,9,27,11849825.976830713
3390,2,3,2,25,6,20,9807694.034772323
2897,2,3,2,6,4,19,8575451.764134524
2130,2,2,1,0,1,6,6518970.83278912
3370,1,1,2,17,7,13,10162974.685109437
1660,5,1,2,2,2,11,5125563.742331088
1258,1,3,1,19,6,19,3468295.5751025397
3446,4,1,2,4,1,7,10542139.775646048
742,4,3,2,19,7,12,2396329.8004946555
3090,5,2,2,14,4,16,9291753.51987791
1563,4,2,2,9,3,1,5103057.560241986
728,2,2,2,18,7,25,1954867.3462268948
3095,1,3,2,0,3,15,9341729.806762528
1419,2,1,2,6,8,13,4533560.225534988
1746,4,2,2,27,4,10,5041420.43409256
505,1,3,1,25,3,18,972496.6638073369
3893,2,3,2,21,7,4,11981178.232569695
967,5,2,2,17,7,22,2867041.930078947
2255,2,2,2,1,9,6,7435474.317853897
574,4,2,1,18,7,27,1501218.3880404423
503,1,1,2,23,6,8,1390825.4019479176
2370,5,1,1,23,3,24,6602013.46530012
1145,1,3,2,9,4,20,3212193.217519259
617,5,2,1,14,8,22,1944000.5213405252
3428,1,2,1,9,6,9,10433006.7007606
2129,4,1,1,25,9,23,6217698.275229896
3051,5,2,2,27,8,29,8878301.672131492
2521,3,3,2,9,8,8,8058246.883304275
1446,1,2,1,26,7,24,3878213.768051789
3121,1,1,2,29,1,18,8528400.02307788
1964,2,3,1,11,5,7,6049616.484922568
693,5,3,2,7,7,19,2319179.369425077
1346,3,2,2,22,9,23,3939876.8236165605
3262,4,3,1,13,4,18,9700632.043969989
1915,2,2,1,1,8,1,6479309.167237965
3597,3,2,2,16,1,11,10640844.053292662
1958,5,1,1,5,4,9,6172798.006545956
2720,3,3,1,26,4,10,7928376.464122706
3871,1,2,2,7,2,10,11669332.574773915
